sample_id,source,ionizable_lipid,helper_lipid,cell_line,cargo,CHL_mol_pct,HL_mol_pct,PEG_mol_pct,IL_mol_pct,Frac_sp3C,NP_ratio,size_nm,zeta_mV,PDI,pKa,MW_IL,n_amines,transfection_pct,efficacy_binary,efficacy_label
LNP_00148,Dahlman2014,DODAP,DSPE,HeLa,siRNA,46.03,13.89,3.03,37.05,0.5006,6.71,77.1,0.68,0.1726,6.92,728.7,1,46.25,1,High
LNP_00149,Hassett2019,cKK-E12,DOPE,MCF7,pDNA,39.86,15.85,1.17,43.12,0.5169,1.82,70.3,-23.22,0.0938,6.4,594.5,4,33.23,0,Low
LNP_00150,Patel2017,FTT5,DPPC,Jurkat,siRNA,39.68,10.9,1.68,47.74,0.5962,5.43,85.3,-6.82,0.1469,6.06,637.5,4,52.17,1,High
LNP_00151,Fenton2016,SM-102,DOPE,HeLa,siRNA,40.79,16.25,1.91,41.05,0.5373,3.96,87.2,-9.0,0.1272,6.35,515.2,1,61.12,1,High
LNP_00152,Semple2010,SM-102,DSPC,Jurkat,pDNA,43.82,12.22,1.06,42.91,0.5826,4.53,111.4,-14.43,0.1225,6.54,837.2,1,48.63,1,High
LNP_00153,Miao2020,LP01,DPPC,MCF7,pDNA,46.56,9.43,1.49,42.51,0.5714,8.24,91.4,8.56,0.0703,6.27,519.3,1,59.94,1,High
LNP_00154,Patel2017,SM-102,DSPE,A549,pDNA,49.5,13.72,1.66,35.12,0.7176,3.63,111.5,-13.3,0.0939,7.06,778.9,2,44.61,0,Low
LNP_00155,Li2015,DOTAP,DPPC,PC3,siRNA,39.6,20.33,0.84,39.22,0.7763,3.24,85.6,-0.47,0.0988,5.92,641.2,3,52.58,0,Low
LNP_00156,Hassett2019,DODAP,DSPC,Jurkat,mRNA,37.87,10.17,1.54,50.42,0.6285,5.87,98.7,-18.6,0.1099,5.95,530.3,2,57.72,1,High
LNP_00157,Dahlman2014,DLin-MC3-DMA,DSPE,HeLa,mRNA,38.35,13.94,2.28,45.43,0.6825,7.54,85.8,-13.82,0.1962,6.29,668.2,4,59.12,1,High
LNP_00158,Sabnis2018,L319,DSPC,Huh7,mRNA,37.74,12.26,1.56,48.43,0.4419,5.4,120.6,-5.2,0.1419,6.31,656.3,2,75.75,1,High
LNP_00159,Whitehead2014,SM-102,DSPE,HEK293,pDNA,44.07,9.39,2.07,44.48,0.5528,2.44,94.7,-6.08,0.2241,6.35,747.0,1,56.36,1,High
LNP_00160,Hassett2019,LP01,DOPC,Huh7,siRNA,39.68,16.43,1.33,42.56,0.6555,1.92,50.0,-2.81,0.2655,5.69,654.9,2,55.2,1,High
LNP_00161,Patel2017,DODAP,DOPE,HeLa,pDNA,39.27,14.85,1.6,44.28,0.426,8.41,86.0,-6.46,0.0859,7.22,771.2,1,53.28,0,Low
LNP_00162,Li2015,L319,DSPC,RAW264.7,ASO,39.98,13.01,2.77,44.24,0.335,5.14,75.6,-7.96,0.2053,6.5,500.4,2,59.41,1,High
LNP_00163,Hassett2019,LP01,DSPE,PC3,siRNA,38.84,11.86,1.73,47.57,0.3744,1.95,109.9,-23.22,0.0622,5.48,750.4,1,16.37,0,Low
LNP_00164,Dahlman2014,Lipid5,DSPE,PC3,siRNA,37.16,19.22,0.89,42.73,0.4353,3.51,70.1,-20.27,0.0749,6.86,723.6,2,53.6,1,High
LNP_00165,Fenton2016,cKK-E12,DSPE,Jurkat,pDNA,49.07,16.4,1.25,33.28,0.3832,5.8,58.4,-20.53,0.0646,6.17,600.5,2,35.43,0,Low
LNP_00166,Semple2010,ALC-0315,DOPC,Jurkat,mRNA,37.95,12.22,0.93,48.9,0.4885,5.12,87.6,-6.89,0.2604,7.38,521.2,3,32.98,0,Low
LNP_00167,Sabnis2018,DODAP,DOPC,MCF7,pDNA,43.86,16.15,1.13,38.85,0.6324,6.84,84.5,-3.95,0.0977,6.46,647.9,1,52.77,1,High
LNP_00168,BioNTech2021,LP01,DOPC,HeLa,siRNA,39.12,12.89,0.98,47.02,0.6117,2.21,138.3,-7.95,0.2177,5.66,768.6,3,36.36,0,Low
LNP_00169,Jayaraman2012,SM-102,DPPC,HeLa,siRNA,43.07,13.96,1.58,41.39,0.5163,6.04,122.1,8.68,0.2703,5.6,517.9,1,45.94,0,Low
LNP_00170,Miao2020,Lipid5,DOPE,Huh7,siRNA,49.03,15.83,2.13,33.01,0.5046,2.25,99.1,3.35,0.1184,6.2,615.6,2,33.49,0,Low
LNP_00171,Jayaraman2012,C12-200,DSPE,PC3,siRNA,38.37,10.25,2.14,49.24,0.3002,3.6,74.0,-17.82,0.1114,7.06,538.1,2,40.12,0,Low
LNP_00172,Jayaraman2012,A2-Iso5-2DC18,DSPE,Jurkat,pDNA,36.42,14.17,1.39,48.02,0.3874,5.51,84.1,-12.4,0.1949,5.86,476.2,3,71.18,1,High
LNP_00173,Patel2017,OF-02,DOPC,HeLa,siRNA,41.05,14.39,1.6,42.96,0.5701,5.71,57.2,-2.62,0.213,6.54,753.9,2,66.65,1,High
LNP_00174,Semple2010,ALC-0315,DPPC,A549,mRNA,35.48,15.83,3.83,44.85,0.515,1.89,86.3,1.55,0.07,7.31,567.6,1,16.83,0,Low
LNP_00175,Li2015,DLin-MC3-DMA,DSPC,HeLa,siRNA,36.84,13.42,2.3,47.44,0.6651,3.58,52.6,-18.98,0.1367,7.33,745.5,2,30.5,0,Low
LNP_00176,Fenton2016,IM23,DSPC,Huh7,siRNA,51.77,10.57,2.23,35.43,0.622,2.64,86.8,-17.1,0.1244,6.33,741.1,1,25.2,0,Low
LNP_00177,Oberli2017,C12-200,DOPE,HEK293,siRNA,45.19,14.93,1.34,38.55,0.5195,2.53,77.0,-10.71,0.103,6.11,496.9,3,48.83,1,High
LNP_00178,Kulkarni2019,SM-102,DOPC,Jurkat,mRNA,37.13,18.82,1.21,42.84,0.491,4.06,56.9,4.22,0.2006,4.56,350.0,1,24.52,0,Low
LNP_00179,Jayaraman2012,LP01,DOPC,MCF7,siRNA,46.95,12.61,1.8,38.63,0.6295,3.69,88.5,-6.87,0.1111,6.9,538.5,1,60.85,1,High
LNP_00180,Li2015,DOTAP,DOPC,PC3,siRNA,37.9,11.96,1.05,49.1,0.7539,7.47,50.0,-1.1,0.1325,5.8,622.7,1,39.4,0,Low
LNP_00181,Li2015,DODAP,DPPC,PC3,pDNA,44.11,12.02,2.15,41.72,0.7467,5.42,87.5,-12.69,0.1541,6.46,436.9,3,52.35,1,High
LNP_00182,Dahlman2014,L319,DPPC,HeLa,mRNA,41.15,16.65,0.73,41.47,0.4222,9.18,83.1,-5.5,0.0919,5.53,589.7,1,20.6,0,Low
LNP_00183,Kulkarni2019,LP01,DPPC,Huh7,siRNA,45.65,11.47,0.76,42.11,0.5689,5.96,113.4,-1.0,0.166,6.45,725.8,2,46.23,0,Low
LNP_00184,Fenton2016,L319,DSPE,A549,mRNA,44.49,10.31,3.15,42.04,0.2486,4.31,116.6,-7.32,0.0777,7.86,824.4,2,16.69,0,Low
LNP_00185,BioNTech2021,MC3,DOPE,HeLa,ASO,40.9,17.69,1.37,40.05,0.7747,5.32,114.4,-10.91,0.0779,6.83,504.0,4,58.32,1,High
LNP_00186,Kulkarni2019,A2-Iso5-2DC18,DSPC,HEK293,siRNA,37.85,11.85,1.86,48.44,0.5898,5.66,81.5,-6.15,0.2009,6.8,458.2,3,53.86,0,Low
LNP_00187,Fenton2016,A2-Iso5-2DC18,DSPC,PC3,siRNA,36.17,12.1,0.7,51.03,0.5761,2.57,91.7,2.68,0.0668,5.85,829.0,3,36.99,0,Low
LNP_00188,Miao2020,OF-02,DOPC,MCF7,mRNA,43.37,15.27,2.23,39.13,0.5894,4.19,105.3,-4.57,0.0869,6.3,730.4,2,81.99,1,High
LNP_00189,Fenton2016,C12-200,DOPC,Huh7,siRNA,33.09,13.77,1.33,51.81,0.4267,6.83,94.1,-8.2,0.1928,6.49,688.6,2,55.12,1,High
LNP_00190,Sabnis2018,L319,DOPC,HEK293,siRNA,41.25,11.04,1.18,46.53,0.6062,6.26,52.7,6.23,0.1369,6.08,770.5,3,62.36,1,High
LNP_00191,Miao2020,DODAP,DSPC,Jurkat,siRNA,41.43,16.6,1.85,40.12,0.4497,12.0,116.5,-3.9,0.119,6.1,826.7,2,52.95,1,High
LNP_00192,Kauffman2015,A2-Iso5-2DC18,DOPC,Jurkat,pDNA,40.86,13.13,2.63,43.38,0.3719,2.06,51.9,6.56,0.1581,5.99,550.2,1,57.94,1,High
LNP_00193,Patel2017,ALC-0315,DOPE,A549,pDNA,42.07,14.27,3.91,39.74,0.5655,2.81,66.6,-20.89,0.0901,6.37,444.2,1,31.83,0,Low
LNP_00194,Fenton2016,IM23,DPPC,HeLa,siRNA,39.46,17.83,1.11,41.6,0.3984,7.79,103.5,10.05,0.1679,6.03,615.0,2,37.16,0,Low
LNP_00195,Whitehead2014,IM23,DOPE,A549,siRNA,35.66,12.62,1.19,50.52,0.7289,5.19,87.8,5.23,0.0858,6.46,711.1,3,61.77,1,High
LNP_00196,Jayaraman2012,SM-102,DOPE,RAW264.7,pDNA,43.13,8.54,3.37,44.97,0.4733,2.83,81.0,-4.47,0.2039,6.32,833.0,2,23.58,0,Low
LNP_00197,Kulkarni2019,C12-200,DOPE,Huh7,pDNA,39.66,10.64,0.86,48.84,0.5689,3.42,95.1,-4.32,0.0944,6.23,526.6,3,51.7,1,High
LNP_00198,Moderna2021,FTT5,DPPC,RAW264.7,mRNA,44.29,13.07,1.46,41.19,0.2692,3.21,68.6,-12.58,0.1135,5.23,400.7,2,29.78,0,Low
LNP_00199,Oberli2017,SM-102,DOPC,MCF7,pDNA,41.92,10.01,0.69,47.39,0.4506,1.75,80.3,-5.43,0.1228,6.23,644.6,3,29.43,0,Low
LNP_00200,BioNTech2021,MC3,DSPC,HeLa,siRNA,43.25,15.74,1.53,39.48,0.4243,3.54,80.7,-5.1,0.2152,5.75,595.0,4,12.28,0,Low
LNP_00201,Kulkarni2019,DLin-MC3-DMA,DOPC,Jurkat,mRNA,39.47,10.53,1.57,48.44,0.6643,8.42,79.1,-2.34,0.1103,7.15,619.7,2,38.04,0,Low
LNP_00202,Oberli2017,MC3,DOPE,MCF7,pDNA,39.13,15.84,1.15,43.89,0.5855,5.35,96.2,3.48,0.1591,7.0,480.7,2,84.0,1,High
LNP_00203,Sabnis2018,SM-102,DPPC,A549,pDNA,50.12,15.15,1.09,33.64,0.5938,3.63,76.8,-11.8,0.1337,6.41,715.8,2,41.11,0,Low
LNP_00204,Jayaraman2012,SM-102,DSPE,RAW264.7,mRNA,50.96,13.14,1.15,34.76,0.755,3.33,62.9,-11.34,0.1277,5.73,465.2,4,17.23,0,Low
LNP_00205,Li2015,FTT5,DOPC,A549,mRNA,48.25,17.49,2.05,32.21,0.4974,2.89,101.8,-7.14,0.1883,7.01,587.9,1,29.17,0,Low
LNP_00206,Miao2020,ALC-0315,DOPC,Huh7,siRNA,42.68,12.64,1.92,42.76,0.5237,13.72,74.1,-11.86,0.1803,6.16,603.2,4,55.59,1,High
LNP_00207,Dahlman2014,cKK-E12,DOPC,RAW264.7,mRNA,41.15,12.62,1.89,44.34,0.7266,6.39,99.1,-3.73,0.1428,5.35,556.9,2,44.75,1,High
LNP_00208,Moderna2021,A2-Iso5-2DC18,DSPE,Jurkat,mRNA,34.52,20.23,0.77,44.48,0.5284,6.75,102.4,-18.83,0.0969,6.62,635.9,1,45.73,0,Low
LNP_00209,Dahlman2014,IM23,DOPE,MCF7,pDNA,43.32,17.49,1.82,37.36,0.6012,3.74,127.3,-17.89,0.0937,6.84,852.7,2,53.71,1,High
LNP_00210,Whitehead2014,L319,DOPE,RAW264.7,mRNA,38.18,13.78,1.86,46.17,0.3881,1.0,103.3,-17.72,0.1659,5.6,589.2,2,52.88,1,High
LNP_00211,Li2015,FTT5,DSPC,HeLa,mRNA,34.66,10.78,1.03,53.53,0.3171,6.79,82.0,-7.63,0.1524,6.7,590.6,3,43.29,1,High
LNP_00212,Jayaraman2012,SM-102,DSPC,PC3,pDNA,42.39,11.08,0.61,45.93,0.5284,4.8,87.5,2.04,0.3076,6.01,641.5,2,57.72,0,Low
LNP_00213,Patel2017,DOTAP,DSPE,PC3,mRNA,50.83,13.29,0.78,35.11,0.5262,5.5,119.2,-1.96,0.1149,6.15,451.3,2,12.78,0,Low
LNP_00214,Li2015,IM23,DPPC,A549,ASO,35.1,14.75,2.12,48.02,0.3081,6.9,65.9,-12.05,0.1231,6.26,701.4,1,76.83,1,High
LNP_00215,Kulkarni2019,MC3,DOPE,A549,mRNA,41.66,10.46,0.56,47.32,0.6947,1.54,73.6,-17.0,0.143,5.62,494.2,4,24.0,0,Low
LNP_00216,BioNTech2021,C12-200,DPPC,HEK293,pDNA,40.49,11.7,3.31,44.5,0.6011,6.98,83.2,10.28,0.2152,6.63,647.7,3,37.07,0,Low
LNP_00217,Kulkarni2019,DLin-MC3-DMA,DSPE,HeLa,mRNA,43.29,13.99,1.22,41.5,0.1859,8.66,91.4,4.33,0.1044,6.35,572.3,2,41.49,0,Low
LNP_00218,Kulkarni2019,SM-102,DSPC,PC3,siRNA,44.66,10.9,2.18,42.27,0.7177,3.99,63.8,1.25,0.1828,6.43,655.7,2,42.56,0,Low
LNP_00219,Hassett2019,C12-200,DOPC,A549,pDNA,38.13,10.62,1.21,50.03,0.5001,9.58,132.7,-11.37,0.1171,7.23,471.5,3,46.19,0,Low
LNP_00220,Miao2020,MC3,DOPE,HeLa,siRNA,39.36,15.82,1.14,43.68,0.5185,4.07,92.5,-22.58,0.1365,6.37,559.1,2,54.8,0,Low
LNP_00221,Miao2020,Lipid5,DSPE,MCF7,ASO,44.49,20.52,3.56,31.43,0.7285,5.16,83.6,-7.07,0.1229,7.37,690.8,2,22.51,0,Low
LNP_00222,Sabnis2018,Lipid5,DPPC,Huh7,siRNA,37.48,18.27,0.84,43.42,0.6263,3.23,132.0,2.79,0.1201,7.43,755.7,1,53.01,1,High
LNP_00223,Li2015,SM-102,DSPC,RAW264.7,mRNA,35.96,12.33,1.68,50.03,0.6831,6.59,79.7,-4.27,0.0765,5.28,543.9,1,55.57,1,High
LNP_00224,Kauffman2015,cKK-E12,DPPC,Huh7,pDNA,42.4,9.12,0.85,47.63,0.5657,5.36,82.2,2.37,0.1777,5.69,510.0,2,19.17,0,Low
LNP_00225,Kauffman2015,MC3,DSPE,A549,mRNA,40.78,13.72,1.15,44.35,0.5484,2.24,118.5,-3.19,0.0564,6.95,824.9,1,40.74,0,Low
LNP_00226,Li2015,L319,DPPC,Jurkat,siRNA,41.72,13.07,1.7,43.51,0.5251,4.61,53.6,-0.5,0.1888,6.16,681.9,1,44.08,1,High
LNP_00227,Whitehead2014,cKK-E12,DOPE,HEK293,mRNA,46.7,11.51,1.23,40.56,0.2736,7.43,85.5,5.05,0.1654,6.17,765.7,2,29.9,0,Low
LNP_00228,Moderna2021,LP01,DOPE,HEK293,ASO,45.14,15.38,2.96,36.52,0.2644,2.58,95.8,-12.81,0.2164,6.27,690.4,1,29.46,0,Low
LNP_00229,Moderna2021,SM-102,DSPC,HeLa,ASO,40.65,14.55,2.5,42.3,0.7165,2.24,152.5,2.8,0.1098,6.65,603.8,1,50.55,1,High
LNP_00230,Kauffman2015,FTT5,DOPC,A549,siRNA,41.7,11.94,0.98,45.38,0.3026,3.9,81.2,-14.25,0.135,6.61,698.8,3,49.93,0,Low
LNP_00231,Hassett2019,L319,DOPC,MCF7,ASO,36.34,12.11,0.93,50.62,0.4738,4.03,82.3,2.82,0.0991,6.43,737.1,2,40.45,0,Low
LNP_00232,Moderna2021,DOTAP,DSPC,HeLa,ASO,33.81,19.92,0.88,45.39,0.2749,4.86,72.4,-4.64,0.279,7.82,568.6,2,17.64,0,Low
LNP_00233,Oberli2017,FTT5,DOPC,HeLa,siRNA,41.45,12.69,1.81,44.05,0.452,9.73,71.2,13.67,0.1291,6.66,650.0,4,27.74,0,Low
LNP_00234,Semple2010,LP01,DPPC,PC3,siRNA,44.26,9.99,1.1,44.64,0.7108,4.5,126.8,-7.57,0.2606,6.82,806.0,2,42.05,0,Low
LNP_00235,Dahlman2014,LP01,DPPC,Jurkat,mRNA,46.82,8.42,1.63,43.13,0.3732,4.26,76.7,-8.74,0.1819,6.69,603.0,2,45.91,1,High
LNP_00236,Oberli2017,FTT5,DOPC,Huh7,mRNA,47.36,18.82,1.12,32.7,0.6763,2.84,63.5,2.01,0.206,6.73,831.5,3,20.39,0,Low
LNP_00237,Jayaraman2012,FTT5,DPPC,MCF7,pDNA,47.37,14.69,1.17,36.77,0.6044,4.93,112.0,-18.7,0.2975,6.55,636.5,3,55.5,1,High
LNP_00238,Dahlman2014,Lipid5,DSPE,HEK293,mRNA,44.94,9.66,2.25,43.16,0.7628,3.31,76.7,-8.03,0.3237,6.39,760.4,2,39.44,0,Low
LNP_00239,Patel2017,C12-200,DPPC,RAW264.7,ASO,39.11,16.42,1.26,43.21,0.6324,8.93,50.0,-7.56,0.1072,7.37,739.2,2,53.68,1,High
LNP_00240,Semple2010,cKK-E12,DOPE,Jurkat,siRNA,39.05,9.97,1.1,49.88,0.6304,3.4,118.0,1.98,0.0951,5.69,505.1,1,43.31,0,Low
LNP_00241,Oberli2017,L319,DSPE,HEK293,pDNA,45.65,11.7,2.51,40.14,0.5386,3.55,85.6,5.84,0.091,6.43,587.7,1,40.26,0,Low
LNP_00242,Whitehead2014,cKK-E12,DOPE,HEK293,mRNA,42.43,12.08,0.84,44.65,0.5768,3.45,114.2,4.73,0.1229,7.65,832.6,3,23.43,0,Low
LNP_00243,Jayaraman2012,DODAP,DOPE,Huh7,mRNA,45.79,14.2,1.26,38.75,0.6019,4.02,51.3,6.42,0.1492,5.96,538.6,1,26.18,0,Low
LNP_00244,Kauffman2015,MC3,DPPC,Huh7,siRNA,42.51,16.74,3.07,37.68,0.6047,5.63,124.6,-7.31,0.1021,5.09,462.4,2,7.47,0,Low
LNP_00245,Jayaraman2012,DOTAP,DOPE,A549,mRNA,40.63,9.44,1.52,48.41,0.2957,5.82,105.1,-8.94,0.0968,6.26,565.1,4,27.77,0,Low
LNP_00246,Sabnis2018,DOTAP,DPPC,HeLa,siRNA,42.0,15.89,1.6,40.51,0.7404,7.0,62.3,0.1,0.2483,5.37,699.5,3,23.0,0,Low
LNP_00247,Dahlman2014,DOTAP,DOPE,MCF7,siRNA,38.54,12.63,2.59,46.24,0.6266,2.19,110.3,-5.83,0.1375,6.43,508.7,2,68.23,1,High
LNP_00248,Sabnis2018,DLin-MC3-DMA,DPPC,MCF7,pDNA,48.64,10.91,1.27,39.18,0.6241,4.38,121.7,-4.12,0.2092,6.25,772.9,1,30.29,0,Low
LNP_00249,Fenton2016,LP01,DPPC,HeLa,mRNA,39.33,11.88,0.7,48.09,0.4216,5.69,81.5,-11.8,0.1467,6.82,644.8,2,68.89,1,High
LNP_00250,Fenton2016,OF-02,DSPC,PC3,mRNA,43.57,15.42,1.48,39.52,0.6955,5.38,74.9,1.94,0.1174,6.9,715.4,2,40.3,0,Low
LNP_00251,Oberli2017,FTT5,DSPE,Huh7,siRNA,38.98,16.69,0.98,43.34,0.4959,12.77,78.4,-3.95,0.074,6.46,616.1,1,19.99,0,Low
LNP_00252,Sabnis2018,C12-200,DSPC,MCF7,mRNA,48.36,18.08,2.02,31.54,0.3942,4.1,63.8,-4.95,0.1198,5.09,689.5,1,11.66,0,Low
LNP_00253,Whitehead2014,DOTAP,DSPC,Jurkat,mRNA,34.62,12.89,2.43,50.06,0.526,2.06,119.0,-16.58,0.0963,5.83,667.1,1,34.96,0,Low
LNP_00254,Moderna2021,cKK-E12,DOPC,A549,ASO,37.39,10.74,1.17,50.7,0.664,8.84,96.8,-3.9,0.0906,7.42,757.3,4,28.42,0,Low
LNP_00255,Jayaraman2012,LP01,DOPE,PC3,pDNA,45.04,12.42,0.61,41.92,0.7087,5.99,156.2,-19.3,0.1563,5.93,647.1,2,49.81,1,High
LNP_00256,BioNTech2021,LP01,DSPC,HeLa,siRNA,42.34,14.13,1.97,41.56,0.4893,6.5,106.4,-6.46,0.2103,5.96,598.1,1,66.93,1,High
LNP_00257,Kauffman2015,LP01,DOPE,RAW264.7,siRNA,38.66,15.44,1.41,44.5,0.4225,5.59,50.8,2.07,0.2156,6.17,836.2,1,60.67,1,High
LNP_00258,Hassett2019,DODAP,DSPC,A549,mRNA,44.48,14.6,0.74,40.18,0.7924,8.93,126.6,1.07,0.1687,7.8,785.0,2,32.77,0,Low
LNP_00259,Kulkarni2019,L319,DSPC,Huh7,ASO,40.91,10.26,2.76,46.06,0.5553,3.19,50.0,5.72,0.2086,6.11,896.3,1,61.64,1,High
LNP_00260,Sabnis2018,ALC-0315,DOPC,Huh7,siRNA,39.66,14.22,1.12,44.99,0.4855,3.87,52.0,-11.02,0.2022,7.35,602.4,2,19.25,0,Low
LNP_00261,Kulkarni2019,MC3,DPPC,PC3,pDNA,39.57,11.62,0.86,47.95,0.4592,1.87,104.4,-20.55,0.0893,5.71,658.2,4,28.79,0,Low
LNP_00262,Whitehead2014,A2-Iso5-2DC18,DSPE,RAW264.7,mRNA,46.8,17.17,3.0,33.04,0.2846,11.51,87.1,-8.7,0.1496,5.77,757.4,1,19.95,0,Low
LNP_00263,Jayaraman2012,ALC-0315,DOPE,PC3,pDNA,44.32,11.66,1.03,42.99,0.4702,9.27,58.0,-17.9,0.163,6.29,656.1,3,66.08,1,High
LNP_00264,Patel2017,LP01,DPPC,HEK293,pDNA,44.16,13.57,1.03,41.25,0.7558,6.21,97.3,-1.65,0.3841,6.56,675.9,3,64.11,1,High
LNP_00265,Whitehead2014,A2-Iso5-2DC18,DOPE,HeLa,pDNA,41.95,13.21,3.82,41.02,0.7458,4.2,93.5,3.18,0.1536,5.71,756.6,1,22.11,0,Low
LNP_00266,BioNTech2021,A2-Iso5-2DC18,DSPE,RAW264.7,pDNA,41.53,10.46,1.88,46.12,0.7662,3.83,60.8,-6.52,0.0964,6.56,773.4,3,44.12,0,Low
LNP_00267,BioNTech2021,C12-200,DPPC,HEK293,pDNA,37.68,15.36,2.65,44.31,0.8379,5.96,85.9,-0.63,0.1179,6.41,879.6,3,60.9,1,High
LNP_00268,Dahlman2014,cKK-E12,DPPC,Jurkat,siRNA,47.41,10.13,0.95,41.51,0.7626,2.88,130.7,1.41,0.2852,6.7,673.7,2,49.48,0,Low
LNP_00269,Miao2020,ALC-0315,DSPC,HeLa,mRNA,36.93,14.05,1.5,47.51,0.7594,5.35,71.5,-8.8,0.1137,6.17,748.0,2,39.2,0,Low
LNP_00270,Whitehead2014,IM23,DOPC,HEK293,ASO,48.62,17.75,1.9,31.74,0.5475,6.0,70.5,9.87,0.1348,5.68,733.2,2,34.78,0,Low
LNP_00271,Sabnis2018,C12-200,DOPC,Jurkat,siRNA,42.22,12.4,1.34,44.04,0.703,2.41,63.1,-8.28,0.2201,5.11,403.6,4,54.53,1,High
LNP_00272,Sabnis2018,OF-02,DSPE,HeLa,siRNA,44.23,16.45,0.55,38.76,0.7527,1.26,116.6,-4.52,0.1366,6.83,616.6,3,44.61,0,Low
LNP_00273,Semple2010,DLin-MC3-DMA,DOPE,RAW264.7,siRNA,39.62,16.22,1.97,42.19,0.8411,7.24,87.7,1.86,0.1038,5.45,535.6,1,37.98,0,Low
LNP_00274,Moderna2021,C12-200,DSPE,A549,mRNA,32.63,15.54,2.23,49.6,0.3471,3.77,102.4,-12.19,0.2922,5.95,639.6,2,70.06,1,High
LNP_00275,Whitehead2014,OF-02,DSPE,A549,mRNA,41.24,16.1,1.93,40.73,0.4595,4.32,94.7,17.18,0.0826,6.58,733.7,2,64.47,1,High
LNP_00276,Moderna2021,cKK-E12,DOPC,PC3,siRNA,39.25,10.46,1.44,48.85,0.5642,4.04,97.7,-2.67,0.1404,6.43,728.3,2,66.13,1,High
LNP_00277,Oberli2017,LP01,DSPC,PC3,ASO,39.86,11.1,1.8,47.24,0.677,7.64,83.5,-2.62,0.1749,7.02,450.3,4,47.33,1,High
LNP_00278,Hassett2019,DODAP,DOPC,Jurkat,mRNA,33.62,11.31,0.89,54.17,0.6426,8.49,78.6,6.94,0.0883,5.75,606.3,3,33.76,0,Low
LNP_00279,Fenton2016,A2-Iso5-2DC18,DPPC,HEK293,mRNA,44.9,15.9,1.73,37.46,0.7558,4.57,88.1,4.04,0.1132,6.8,729.6,1,61.41,1,High
LNP_00280,BioNTech2021,DODAP,DSPC,HeLa,ASO,48.18,11.29,1.85,38.69,0.2712,3.44,95.3,3.91,0.1478,6.21,449.2,3,39.91,0,Low
LNP_00281,Semple2010,C12-200,DSPC,PC3,mRNA,50.24,16.51,2.25,31.01,0.6541,3.48,75.5,-13.06,0.1665,6.64,508.9,3,31.32,0,Low
LNP_00282,Sabnis2018,A2-Iso5-2DC18,DSPE,Huh7,mRNA,42.74,11.82,1.59,43.85,0.699,5.36,119.2,-4.86,0.069,6.41,542.8,2,66.49,1,High
LNP_00283,Whitehead2014,DODAP,DOPC,HEK293,ASO,38.37,10.54,1.75,49.34,0.4929,3.51,73.3,-14.05,0.0671,6.35,592.1,1,42.07,0,Low
LNP_00284,Miao2020,SM-102,DOPE,PC3,mRNA,46.42,13.51,0.95,39.12,0.4616,2.55,102.4,-11.8,0.0792,6.78,523.0,3,39.55,0,Low
LNP_00285,Sabnis2018,LP01,DSPC,A549,siRNA,40.92,12.79,1.97,44.31,0.4256,3.45,92.1,9.06,0.1727,6.07,753.9,2,32.98,0,Low
LNP_00286,Hassett2019,cKK-E12,DOPE,Jurkat,mRNA,43.7,19.18,0.62,36.5,0.2983,2.22,75.6,-13.74,0.0932,6.87,577.4,4,12.9,0,Low
LNP_00287,BioNTech2021,FTT5,DSPE,MCF7,pDNA,39.16,16.41,0.77,43.66,0.5658,7.92,72.4,-4.66,0.1268,5.75,678.0,3,35.47,0,Low
LNP_00288,Fenton2016,FTT5,DOPE,HeLa,siRNA,37.62,15.78,1.45,45.15,0.315,5.71,71.6,-8.41,0.1314,6.8,563.1,4,51.16,1,High
LNP_00289,Dahlman2014,LP01,DPPC,RAW264.7,ASO,42.82,10.55,1.36,45.28,0.6754,9.9,104.9,-4.6,0.1473,5.87,684.4,2,51.47,1,High
LNP_00290,Miao2020,SM-102,DSPC,HEK293,siRNA,44.55,14.57,2.07,38.81,0.7091,3.19,124.4,-3.22,0.2111,6.95,535.1,3,41.99,1,High
LNP_00291,Kauffman2015,A2-Iso5-2DC18,DOPC,Huh7,pDNA,42.34,11.76,2.8,43.1,0.5101,8.02,79.4,-13.4,0.1903,7.31,793.1,3,40.99,0,Low
LNP_00292,Li2015,cKK-E12,DSPC,A549,siRNA,45.01,13.61,3.2,38.18,0.5694,1.0,57.0,-4.22,0.089,5.82,354.9,3,31.4,0,Low
LNP_00293,Whitehead2014,Lipid5,DOPE,Jurkat,ASO,46.03,17.97,0.82,35.18,0.3672,5.96,113.6,-9.93,0.1638,6.52,564.0,1,29.76,0,Low
LNP_00294,BioNTech2021,Lipid5,DOPC,RAW264.7,siRNA,41.4,13.8,3.36,41.44,0.3561,5.75,76.1,-2.5,0.1604,6.21,548.0,3,45.94,0,Low
LNP_00295,Sabnis2018,OF-02,DPPC,HEK293,pDNA,45.63,19.25,1.31,33.82,0.5445,4.56,185.4,-2.28,0.1324,6.88,814.1,2,30.38,0,Low
LNP_00296,Semple2010,ALC-0315,DSPE,A549,ASO,45.25,11.3,2.27,41.18,0.5491,9.58,57.1,-2.94,0.1285,7.71,350.0,2,15.0,0,Low
LNP_00297,Moderna2021,ALC-0315,DPPC,A549,mRNA,41.47,17.91,2.82,37.8,0.751,2.08,95.4,1.85,0.1785,5.84,487.4,1,56.65,1,High
