record_id,source,ionizable_lipid,helper_lipid,peg_lipid,cell_line,cargo_type,CHL_mol_pct,HL_mol_pct,PEG_mol_pct,IL_mol_pct,size_nm,PDI,zeta_mV,encap_eff_pct,N_P_ratio,Frac_sp3C,MW_Da,logP,HBD,HBA,pKa,TPSA,RotBonds,AromaticRings,efficacy_binary,efficacy_class,transfection_prob
LNPDB_00110,Patel2017,BAMEA-O16B,DSPC,DMG-PEG2000,A549,mRNA,28.84,6.93,3.49,60.74,116.8,0.4,1.7,76.8,5.88,0.91,727.8,9.03,1,7,7.26,66.8,7,0,0,Very Low,0.0749
LNPDB_00111,Semple2010,DODAP,DPPC,DMG-PEG2000,NIH3T3,mRNA,39.84,7.66,2.66,49.84,124.7,0.36,-12.3,85.6,7.57,0.799,753.5,6.8,1,4,7.7,74.3,17,1,0,Low,0.2836
LNPDB_00112,Sabnis2018,DLin-MC3-DMA,DOPC,DSPE-PEG2000,RAW264.7,siRNA,40.36,5.49,4.69,49.45,124.3,0.315,-12.1,79.4,9.68,0.674,641.8,6.77,3,6,7.17,52.7,5,0,0,Very Low,0.1246
LNPDB_00113,Kauffman2015,FTT5,DOPC,DMG-PEG2000,RAW264.7,siRNA,54.78,9.81,3.38,32.03,132.4,0.4,-7.5,68.2,3.11,0.3,535.1,10.07,0,5,7.41,57.4,8,0,0,Very Low,0.0147
LNPDB_00114,Billingsley2020,MC3,DOPC,C14-PEG2000,HeLa,mRNA,38.85,11.8,2.36,47.0,84.3,0.18,-7.1,94.6,7.38,0.338,731.1,8.63,1,5,7.05,50.6,14,1,1,Very High,0.7806
LNPDB_00115,Jayaraman2012,C12-200,DSPE,C14-PEG2000,RAW264.7,mRNA,41.81,9.94,1.87,46.39,92.2,0.4,8.1,76.9,8.18,0.679,752.3,6.09,2,4,6.13,68.3,19,0,1,High,0.6476
LNPDB_00116,Miao2020,Lipid5,DOPC,DSPE-PEG2000,A549,mRNA,39.79,8.4,0.5,51.31,107.7,0.227,-2.6,89.0,4.64,0.35,782.3,11.02,2,6,5.68,58.5,5,2,1,High,0.5601
LNPDB_00117,Jayaraman2012,SM-102,DOPC,C14-PEG2000,MCF7,mRNA,32.99,13.38,3.04,50.59,88.0,0.38,-0.6,80.3,6.66,0.773,632.5,9.59,3,5,6.73,72.4,6,0,0,Very Low,0.1028
LNPDB_00118,BioNTech2021,SM-102,DPPC,DSPE-PEG2000,NIH3T3,saRNA,46.86,10.42,3.31,39.41,70.6,0.233,-0.2,83.7,5.25,0.401,721.7,8.01,1,4,6.39,33.7,10,0,0,Low,0.2626
LNPDB_00119,Patel2017,Lipid5,DOPE,C14-PEG2000,MCF7,mRNA,44.51,11.03,3.1,41.36,86.0,0.109,1.1,78.7,5.22,0.581,662.5,7.24,1,5,5.49,64.2,6,1,1,High,0.6313
LNPDB_00120,Dahlman2017,Lipid9,DSPC,DMG-PEG2000,A549,mRNA,44.75,13.46,0.62,41.17,163.3,0.245,0.0,95.2,6.58,0.726,687.8,10.51,0,2,6.11,61.6,8,1,0,Very Low,0.1261
LNPDB_00121,Sabnis2018,C12-200,DPPC,DSPE-PEG2000,HeLa,mRNA,34.54,9.63,1.49,54.33,80.0,0.28,-4.0,50.0,7.44,0.623,591.3,8.5,2,5,5.33,72.8,16,2,0,Low,0.3492
LNPDB_00122,Dahlman2017,A2-Iso5-2DC18,DSPE,DSPE-PEG2000,HepG2,siRNA,48.42,16.18,2.88,32.52,78.8,0.071,-5.6,79.4,6.72,0.693,721.6,6.95,2,5,6.44,40.4,15,1,1,High,0.6823
LNPDB_00123,Moderna2021,FTT5,DSPC,C14-PEG2000,A549,siRNA,31.59,8.66,3.93,55.83,84.9,0.05,11.1,79.4,4.59,0.476,696.6,10.33,1,2,6.42,85.5,16,2,0,Low,0.4775
LNPDB_00124,Hassett2019,FTT5,DOPE,DSPE-PEG2000,HUVEC,saRNA,43.52,15.99,2.46,38.03,118.2,0.299,17.5,94.7,6.07,0.622,782.2,8.26,2,2,6.27,94.5,6,2,0,Very Low,0.2419
LNPDB_00125,Billingsley2020,FTT5,DSPC,DSPE-PEG2000,A549,mRNA,53.14,7.08,3.37,36.41,111.0,0.4,-12.1,95.6,4.01,0.799,615.6,8.07,2,4,7.55,58.0,13,1,0,Very Low,0.0355
LNPDB_00126,Miao2020,BAMEA-O16B,DSPE,DMG-PEG2000,HUVEC,mRNA,34.06,11.55,1.67,52.72,123.6,0.322,-5.0,77.1,6.46,0.708,858.8,6.99,2,7,6.17,39.3,9,0,0,Very Low,0.1449
LNPDB_00127,Moderna2021,C12-200,DSPC,DSPE-PEG2000,RAW264.7,pDNA,36.6,8.07,2.67,52.66,213.8,0.367,1.6,85.0,18.55,0.438,634.1,8.11,2,5,5.72,64.5,12,1,0,Low,0.2613
LNPDB_00128,Miao2020,FTT5,DOPE,DMG-PEG2000,A549,saRNA,40.6,13.36,2.28,43.76,127.9,0.111,5.2,92.9,5.11,0.662,722.7,6.36,1,5,6.49,61.1,17,0,1,High,0.7387
LNPDB_00129,Kauffman2015,Lipid5,DOPE,C14-PEG2000,MCF7,siRNA,36.98,8.57,3.45,51.01,131.0,0.183,-3.4,83.7,9.4,0.511,681.3,5.14,3,2,5.72,45.4,16,2,1,High,0.5838
LNPDB_00130,Kulkarni2021,C12-200,DSPC,C14-PEG2000,RAW264.7,mRNA,30.7,10.87,2.07,56.36,235.8,0.115,-18.7,81.1,8.89,0.857,533.7,6.89,1,5,5.49,43.9,10,1,0,Low,0.3151
LNPDB_00131,Hassett2019,DODAP,DOPE,C14-PEG2000,RAW264.7,siRNA,40.41,8.05,3.84,47.7,115.8,0.089,-4.1,83.5,4.16,0.541,672.3,7.14,2,5,7.12,54.6,16,1,1,Very High,0.7909
LNPDB_00132,Moderna2021,DOTAP,DSPE,C14-PEG2000,HeLa,mRNA,33.63,12.81,2.25,51.31,88.9,0.361,-5.5,86.1,4.82,0.814,482.8,10.07,0,6,6.24,59.6,19,0,0,Low,0.3066
LNPDB_00133,Jayaraman2012,A2-Iso5-2DC18,DSPE,C14-PEG2000,NIH3T3,mRNA,42.84,8.03,1.64,47.48,91.3,0.154,3.3,71.1,6.96,0.422,572.7,8.56,3,4,5.39,67.1,11,1,0,Very Low,0.1345
LNPDB_00134,Hassett2019,Lipid5,DOPE,DMG-PEG2000,A549,mRNA,34.48,15.05,1.67,48.8,137.3,0.4,5.7,52.0,10.37,0.738,690.7,11.79,3,2,5.69,66.1,5,2,0,Very Low,0.1133
LNPDB_00135,Moderna2021,DLin-MC3-DMA,DPPC,DMG-PEG2000,HeLa,mRNA,49.3,7.01,2.0,41.69,68.7,0.065,-2.7,73.2,9.29,0.628,838.5,7.66,0,2,6.08,79.0,14,1,1,High,0.6678
LNPDB_00136,Dahlman2017,Lipid9,DSPE,DMG-PEG2000,Huh7,pDNA,35.3,5.96,2.8,55.94,55.8,0.05,-7.9,77.3,7.11,0.52,523.0,9.55,3,3,6.21,69.5,16,2,0,Very Low,0.2008
LNPDB_00137,Dahlman2017,MC3,DPPC,C14-PEG2000,HepG2,siRNA,38.07,12.85,2.01,47.07,78.2,0.277,13.0,50.0,4.97,0.618,623.6,8.09,0,2,6.51,71.0,8,2,0,Low,0.4869
LNPDB_00138,BioNTech2021,C12-200,DOPE,DMG-PEG2000,HepG2,mRNA,44.88,8.23,1.84,45.05,127.9,0.05,-13.9,90.2,9.79,0.602,713.2,7.31,3,6,7.27,55.8,7,0,0,Low,0.4986
LNPDB_00139,Rosenblum2020,ALC-0315,DOPC,DSPE-PEG2000,NIH3T3,siRNA,32.61,9.98,3.21,54.2,119.5,0.09,-17.8,78.7,9.3,0.497,639.4,7.15,0,3,6.45,52.1,5,1,0,Low,0.2972
LNPDB_00140,Sabnis2018,MC3,DSPE,DSPE-PEG2000,Huh7,pDNA,41.36,9.03,0.5,49.1,95.3,0.063,-8.4,91.4,4.06,0.804,643.8,7.58,3,4,7.65,30.4,8,2,1,Very High,0.7559
LNPDB_00141,BioNTech2021,SM-102,DOPC,DSPE-PEG2000,HepG2,saRNA,47.84,6.06,2.16,43.94,137.8,0.173,2.2,83.7,5.86,0.664,504.0,9.69,2,3,6.86,53.1,8,2,0,Very Low,0.2211
LNPDB_00142,Maier2013,Lipid9,DOPE,DSPE-PEG2000,HeLa,mRNA,30.36,9.77,1.43,58.44,120.0,0.258,-2.5,82.7,4.95,0.567,563.1,7.5,3,4,6.94,63.1,6,2,0,Low,0.256
LNPDB_00143,Billingsley2020,DODAP,DPPC,DSPE-PEG2000,NIH3T3,mRNA,41.11,13.79,1.81,43.29,110.9,0.233,0.6,71.3,6.22,0.897,745.2,7.75,2,4,5.93,36.3,9,0,1,Very High,0.7684
LNPDB_00144,Kulkarni2021,FTT5,DPPC,C14-PEG2000,Huh7,mRNA,41.56,13.01,2.69,42.74,99.5,0.397,-4.3,81.3,7.88,0.95,612.1,10.29,2,6,6.93,83.2,8,0,1,High,0.664
LNPDB_00145,Rosenblum2020,Lipid9,DPPC,DSPE-PEG2000,A549,siRNA,44.69,10.7,2.34,42.28,130.9,0.05,-7.1,95.0,9.62,0.618,602.3,10.81,3,3,6.98,33.7,15,1,1,Very High,0.7633
LNPDB_00146,Jayaraman2012,FTT5,DSPE,DMG-PEG2000,HepG2,siRNA,32.58,13.34,2.26,51.82,125.4,0.195,-18.0,92.6,6.89,0.378,706.9,8.89,1,5,5.0,51.5,16,2,0,Very Low,0.1325
LNPDB_00147,Sabnis2018,SM-102,DSPC,DMG-PEG2000,HeLa,saRNA,32.08,6.82,3.45,57.65,92.1,0.095,-9.3,98.9,5.32,0.739,686.2,10.44,1,3,7.22,56.0,17,1,0,Very Low,0.2191
LNPDB_00148,Sabnis2018,cKK-E12,DOPC,DMG-PEG2000,MCF7,saRNA,43.13,9.02,2.49,45.36,127.6,0.4,1.7,77.4,10.8,0.649,729.1,7.63,1,3,7.16,54.5,18,2,0,Low,0.4793
LNPDB_00149,Maier2013,MC3,DOPE,DMG-PEG2000,HepG2,siRNA,41.78,11.19,3.94,43.09,82.2,0.088,-17.2,71.9,4.71,0.483,612.4,5.42,2,2,5.62,35.8,7,1,0,Very Low,0.19
LNPDB_00150,Moderna2021,Lipid5,DSPC,C14-PEG2000,A549,siRNA,41.5,9.61,3.07,45.82,107.3,0.097,-9.7,63.4,2.93,0.382,665.2,8.44,2,5,7.82,72.9,14,0,0,Very Low,0.1824
LNPDB_00151,Dahlman2017,DODAP,DOPE,C14-PEG2000,A549,mRNA,42.08,9.26,1.73,46.94,112.8,0.062,-7.2,71.7,3.94,0.35,547.2,7.83,3,6,5.15,66.1,15,2,0,Low,0.2938
LNPDB_00152,Kauffman2015,MC3,DSPE,DSPE-PEG2000,HeLa,mRNA,35.92,6.4,4.05,53.63,90.4,0.083,-1.0,90.6,5.5,0.81,636.9,6.17,0,4,6.24,63.8,6,2,1,High,0.539
LNPDB_00153,BioNTech2021,ALC-0315,DOPE,DMG-PEG2000,MCF7,siRNA,41.39,3.76,2.72,52.13,104.1,0.241,-5.7,76.4,7.12,0.879,648.0,6.94,1,6,6.84,40.2,13,2,0,Low,0.2766
LNPDB_00154,Miao2020,Lipid5,DOPC,C14-PEG2000,NIH3T3,siRNA,41.76,12.45,4.0,41.79,120.0,0.169,-4.4,91.3,7.75,0.584,658.7,7.05,3,5,7.93,66.4,18,0,0,Low,0.2622
LNPDB_00155,Dahlman2017,DODAP,DPPC,C14-PEG2000,HUVEC,saRNA,35.71,10.73,2.29,51.27,72.3,0.085,-4.6,50.0,7.54,0.458,680.0,6.8,0,2,5.33,58.8,14,0,0,Low,0.3872
LNPDB_00156,Miao2020,SM-102,DSPE,DSPE-PEG2000,A549,saRNA,51.19,12.71,2.72,33.38,105.7,0.144,-6.4,75.8,8.25,0.759,705.0,6.96,3,7,7.69,73.3,10,1,0,Low,0.2687
LNPDB_00157,Miao2020,SM-102,DSPE,DMG-PEG2000,RAW264.7,mRNA,42.84,8.69,2.85,45.62,194.3,0.05,3.2,85.5,4.26,0.695,663.5,7.16,2,2,6.0,60.3,10,2,1,Very High,0.7542
LNPDB_00158,Kauffman2015,SM-102,DSPE,C14-PEG2000,HUVEC,saRNA,32.85,7.86,2.37,56.92,78.0,0.168,5.1,85.4,9.33,0.553,540.5,11.07,3,7,5.74,56.7,14,0,0,Low,0.2867
LNPDB_00159,Fenton2016,cKK-E12,DOPE,DSPE-PEG2000,NIH3T3,saRNA,43.94,10.02,3.52,42.52,136.2,0.085,8.5,90.0,2.73,0.3,567.5,7.61,2,6,6.94,53.2,6,2,1,High,0.6475
LNPDB_00160,Patel2017,DODAP,DSPE,C14-PEG2000,HepG2,saRNA,34.15,12.56,4.05,49.24,97.2,0.3,-3.3,70.4,11.44,0.396,744.9,6.19,2,6,6.31,74.1,13,1,0,Low,0.4233
LNPDB_00161,Miao2020,BAMEA-O16B,DSPE,C14-PEG2000,HUVEC,mRNA,44.72,9.31,0.67,45.31,142.6,0.22,-14.5,66.7,5.51,0.556,628.1,7.4,0,6,8.9,44.3,7,0,0,Low,0.3327
LNPDB_00162,Semple2010,ALC-0315,DSPC,DMG-PEG2000,RAW264.7,mRNA,46.95,12.41,3.15,37.49,80.5,0.192,7.1,97.8,3.56,0.684,733.7,6.46,2,5,6.34,68.4,5,2,1,High,0.5248
LNPDB_00163,Miao2020,L319,DSPC,DSPE-PEG2000,HeLa,pDNA,35.08,6.98,1.78,56.16,100.2,0.05,-1.4,80.3,5.44,0.633,643.2,8.43,0,2,6.73,88.2,17,0,1,Very High,0.8605
LNPDB_00164,BioNTech2021,Lipid9,DOPE,C14-PEG2000,Huh7,siRNA,45.78,9.52,0.5,44.2,194.1,0.308,-5.1,60.0,6.93,0.523,718.2,9.46,0,2,7.87,61.7,9,2,0,Very Low,0.1937
LNPDB_00165,Miao2020,L319,DOPE,C14-PEG2000,HUVEC,mRNA,42.48,9.79,2.91,44.82,94.9,0.309,-8.2,90.3,12.28,0.3,599.3,6.47,3,7,5.97,93.5,7,0,1,High,0.5683
LNPDB_00166,Hassett2019,cKK-E12,DSPE,DMG-PEG2000,MCF7,pDNA,44.93,13.68,2.92,38.47,120.9,0.13,-7.3,60.3,6.33,0.328,517.2,9.65,0,5,8.04,64.9,13,0,0,Low,0.2969
LNPDB_00167,Fenton2016,BAMEA-O16B,DPPC,DMG-PEG2000,HepG2,pDNA,51.38,10.62,3.04,34.95,119.5,0.093,0.8,55.4,2.85,0.768,767.2,5.13,0,7,6.37,21.2,11,0,0,Very Low,0.1235
LNPDB_00168,Rosenblum2020,Lipid5,DSPE,DMG-PEG2000,HUVEC,pDNA,38.53,15.24,2.8,43.44,54.4,0.087,18.4,59.6,4.6,0.605,722.6,12.12,2,3,5.56,59.5,16,1,0,Low,0.3585
LNPDB_00169,Hassett2019,OF-02,DSPC,DMG-PEG2000,NIH3T3,mRNA,35.48,5.96,3.2,55.37,114.3,0.279,1.2,90.5,6.82,0.885,784.4,8.49,1,5,6.64,78.5,18,1,0,Very Low,0.1767
LNPDB_00170,Hassett2019,FTT5,DSPC,DMG-PEG2000,HUVEC,siRNA,34.66,10.39,2.02,52.93,69.0,0.232,-3.0,75.5,3.26,0.856,829.4,8.01,2,4,6.82,62.6,13,1,1,High,0.557
LNPDB_00171,Maier2013,DLin-MC3-DMA,DPPC,C14-PEG2000,HeLa,pDNA,35.11,10.54,2.71,51.65,120.9,0.4,13.3,90.4,8.55,0.51,511.4,7.72,3,7,6.1,84.0,12,1,0,Low,0.4992
LNPDB_00172,Kulkarni2021,DLin-MC3-DMA,DOPC,DMG-PEG2000,HUVEC,siRNA,39.54,11.86,3.06,45.54,103.6,0.185,3.3,91.7,10.99,0.489,714.0,7.65,1,5,6.78,70.3,7,2,1,High,0.6448
LNPDB_00173,Patel2017,Lipid9,DSPE,DSPE-PEG2000,NIH3T3,siRNA,42.05,7.56,3.58,46.81,71.6,0.286,-0.6,89.3,8.12,0.623,724.2,7.73,3,7,5.99,88.6,11,0,0,Low,0.3952
LNPDB_00174,Patel2017,OF-02,DOPC,DSPE-PEG2000,RAW264.7,mRNA,41.66,15.05,2.54,40.75,70.0,0.366,-7.4,78.7,6.46,0.584,666.9,7.58,2,5,7.22,87.3,6,2,0,Very Low,0.1373
LNPDB_00175,Kulkarni2021,DODAP,DSPE,DSPE-PEG2000,HeLa,mRNA,44.96,10.04,2.33,42.67,97.8,0.4,11.2,78.7,3.58,0.449,629.2,7.85,3,4,6.96,63.7,9,2,0,Low,0.3968
LNPDB_00176,Maier2013,DLin-MC3-DMA,DPPC,DSPE-PEG2000,MCF7,saRNA,40.08,6.74,2.46,50.73,210.5,0.24,-9.8,78.7,5.74,0.468,665.6,7.99,2,7,5.65,51.6,9,2,0,Low,0.4361
LNPDB_00177,Jayaraman2012,MC3,DPPC,DMG-PEG2000,Huh7,pDNA,48.72,9.95,1.55,39.78,162.7,0.05,-7.0,66.6,5.86,0.838,628.2,8.56,1,3,7.74,59.6,18,1,0,Low,0.2984
LNPDB_00178,Sabnis2018,cKK-E12,DOPE,DSPE-PEG2000,A549,pDNA,38.41,9.06,3.12,49.41,111.4,0.3,-1.8,60.1,8.9,0.492,704.1,9.31,0,5,6.65,57.9,16,0,0,Very Low,0.2234
LNPDB_00179,Kauffman2015,cKK-E12,DSPC,C14-PEG2000,NIH3T3,pDNA,52.54,17.53,1.27,28.66,116.7,0.27,2.0,74.9,4.94,0.647,750.6,7.41,3,2,7.28,69.9,12,0,0,Very Low,0.1666
LNPDB_00180,Hassett2019,ALC-0315,DOPE,DMG-PEG2000,RAW264.7,saRNA,43.75,13.15,2.81,40.28,119.8,0.075,12.1,69.0,3.42,0.641,731.2,7.93,1,2,7.91,29.0,19,0,1,Very High,0.8474
LNPDB_00181,Patel2017,A2-Iso5-2DC18,DSPC,DMG-PEG2000,Huh7,pDNA,34.86,10.15,2.57,52.43,85.2,0.129,-1.7,63.6,3.12,0.432,548.4,6.04,3,6,5.93,64.3,16,1,1,High,0.6481
LNPDB_00182,Hassett2019,ALC-0315,DPPC,DSPE-PEG2000,A549,mRNA,33.57,9.66,1.26,55.5,81.2,0.159,-5.6,93.3,12.83,0.54,782.7,6.7,1,7,6.12,42.9,7,1,1,Very High,0.8365
LNPDB_00183,Patel2017,DLin-MC3-DMA,DSPE,C14-PEG2000,HeLa,mRNA,42.89,12.85,1.3,42.95,129.1,0.109,-4.1,86.4,4.52,0.772,778.7,10.7,2,4,5.55,43.0,8,0,1,Very High,0.8104
LNPDB_00184,Jayaraman2012,DLin-MC3-DMA,DSPC,C14-PEG2000,RAW264.7,siRNA,38.66,13.0,1.82,46.53,83.5,0.095,2.0,83.0,8.8,0.52,502.4,5.17,0,7,6.16,80.7,13,1,1,Very High,0.9316
LNPDB_00185,Billingsley2020,DODAP,DOPC,DSPE-PEG2000,HUVEC,mRNA,44.28,3.0,2.22,50.49,154.1,0.4,4.8,82.5,3.74,0.634,698.3,11.2,3,4,7.15,57.3,6,2,0,Very Low,0.0406
LNPDB_00186,Fenton2016,Lipid9,DSPE,C14-PEG2000,HepG2,saRNA,42.84,11.93,3.68,41.55,66.6,0.078,-10.8,92.5,8.34,0.74,594.8,8.92,2,3,6.96,51.0,5,2,1,Very High,0.8583
LNPDB_00187,Fenton2016,Lipid5,DOPC,DMG-PEG2000,HepG2,siRNA,39.56,10.08,2.41,47.94,76.3,0.147,-8.9,82.7,3.42,0.645,754.4,6.97,3,5,7.0,78.3,10,2,1,Very High,0.8637
LNPDB_00188,Sabnis2018,cKK-E12,DOPC,DMG-PEG2000,A549,siRNA,34.92,6.07,2.94,56.08,152.9,0.061,-7.7,98.7,4.52,0.736,699.3,8.0,2,7,7.58,27.5,12,0,1,High,0.6845
LNPDB_00189,Fenton2016,L319,DSPE,DSPE-PEG2000,NIH3T3,saRNA,30.91,12.64,3.51,52.94,91.8,0.074,-7.9,93.4,5.59,0.686,736.0,7.53,0,6,6.98,61.6,19,2,0,Low,0.2781
LNPDB_00190,Maier2013,Lipid9,DSPE,DSPE-PEG2000,MCF7,siRNA,37.32,16.74,3.36,42.58,96.4,0.191,-9.9,85.9,5.62,0.456,543.1,8.37,0,4,5.96,68.8,7,2,0,Very Low,0.14
LNPDB_00191,Patel2017,cKK-E12,DSPE,DMG-PEG2000,A549,mRNA,45.14,11.67,2.49,40.7,121.4,0.107,1.6,89.9,10.64,0.5,478.8,7.13,0,3,6.34,43.3,13,1,1,High,0.6897
LNPDB_00192,Billingsley2020,C12-200,DPPC,DMG-PEG2000,RAW264.7,mRNA,41.28,13.3,1.94,43.48,141.6,0.088,-5.0,82.2,16.89,0.7,593.0,8.98,0,4,6.08,52.4,7,1,1,High,0.6674
LNPDB_00193,Dahlman2017,Lipid9,DPPC,DMG-PEG2000,Huh7,mRNA,32.53,15.41,2.9,49.16,120.1,0.19,-8.7,89.9,5.15,0.806,630.8,7.46,1,5,6.93,63.4,13,2,0,Low,0.3456
LNPDB_00194,Kauffman2015,Lipid9,DOPE,DSPE-PEG2000,A549,siRNA,41.04,7.51,1.95,49.5,109.0,0.306,-3.4,84.3,8.54,0.785,588.2,8.76,3,3,6.28,49.6,5,1,1,High,0.7208
LNPDB_00195,Kulkarni2021,Lipid5,DSPE,DMG-PEG2000,RAW264.7,mRNA,42.31,4.43,3.95,49.31,127.2,0.243,4.5,68.3,4.22,0.845,570.4,6.96,1,7,6.73,43.3,14,1,0,Very Low,0.2182
LNPDB_00196,Billingsley2020,SM-102,DSPE,DSPE-PEG2000,Huh7,saRNA,34.7,11.97,3.19,50.14,113.1,0.266,-12.0,83.3,5.89,0.551,682.6,6.78,0,6,6.43,59.0,11,2,0,Very Low,0.1606
LNPDB_00197,Moderna2021,DODAP,DPPC,DMG-PEG2000,RAW264.7,siRNA,40.92,9.26,2.67,47.15,138.5,0.223,-11.2,93.9,4.94,0.542,593.5,9.91,2,5,5.82,42.2,16,2,1,High,0.5718
LNPDB_00198,Dahlman2017,SM-102,DSPC,C14-PEG2000,HeLa,saRNA,40.35,5.88,2.91,50.86,235.6,0.4,-13.0,97.8,3.99,0.571,630.8,8.41,3,2,5.14,59.2,7,2,0,Very Low,0.2072
LNPDB_00199,Semple2010,A2-Iso5-2DC18,DSPE,DSPE-PEG2000,RAW264.7,siRNA,33.14,9.77,2.64,54.45,116.4,0.101,-12.1,87.0,13.44,0.3,495.4,9.67,1,7,6.05,27.4,12,1,1,High,0.5136
LNPDB_00200,Sabnis2018,MC3,DOPC,DMG-PEG2000,NIH3T3,siRNA,42.15,12.18,2.21,43.47,77.3,0.4,2.4,88.2,6.08,0.654,682.5,7.24,2,2,4.5,57.8,10,0,0,Very Low,0.1175
LNPDB_00201,Maier2013,C12-200,DPPC,DMG-PEG2000,HUVEC,siRNA,43.36,9.55,2.9,44.18,136.6,0.192,-1.6,97.0,6.85,0.562,753.2,7.89,3,6,7.21,45.7,12,2,1,Very High,0.8996
LNPDB_00202,Hassett2019,DOTAP,DSPE,DMG-PEG2000,A549,siRNA,46.5,7.64,2.31,43.56,95.7,0.4,-8.4,92.2,6.65,0.64,681.5,7.68,1,3,5.88,48.5,15,0,0,Very Low,0.1199
LNPDB_00203,Sabnis2018,Lipid9,DSPC,DSPE-PEG2000,Huh7,siRNA,46.32,9.33,4.05,40.3,110.6,0.4,-4.4,78.2,8.51,0.69,772.7,5.97,2,4,5.09,67.9,19,1,0,Very Low,0.0954
LNPDB_00204,Semple2010,ALC-0315,DPPC,DMG-PEG2000,HepG2,mRNA,31.73,9.94,1.95,56.38,111.6,0.204,-4.3,83.0,12.29,0.482,590.8,8.08,2,7,6.13,65.7,9,1,0,Low,0.4397
LNPDB_00205,Semple2010,C12-200,DOPC,C14-PEG2000,RAW264.7,pDNA,34.37,4.21,2.91,58.51,84.0,0.26,5.4,79.2,3.05,0.749,710.3,6.8,2,7,5.42,86.7,10,1,0,Very Low,0.0449
LNPDB_00206,Miao2020,DLin-MC3-DMA,DSPE,C14-PEG2000,HeLa,mRNA,43.09,9.57,1.87,45.46,89.5,0.4,-6.7,96.0,4.16,0.634,529.0,8.31,1,6,6.56,69.9,10,1,1,High,0.5361
LNPDB_00207,Dahlman2017,L319,DSPC,DMG-PEG2000,MCF7,mRNA,43.08,5.97,1.87,49.08,50.0,0.171,-5.2,79.9,7.12,0.446,651.6,10.62,2,3,6.82,64.2,16,1,0,Low,0.3153
LNPDB_00208,Moderna2021,OF-02,DSPE,C14-PEG2000,MCF7,mRNA,43.09,11.98,1.07,43.86,97.0,0.13,-4.7,80.4,7.99,0.356,751.9,9.6,1,2,5.78,40.5,17,2,1,Very High,0.8439
LNPDB_00209,Semple2010,Lipid9,DOPC,DSPE-PEG2000,MCF7,siRNA,55.0,5.32,2.83,36.85,118.3,0.148,-0.8,88.5,4.52,0.42,644.0,6.53,1,2,5.76,51.3,7,0,0,Very Low,0.0721
LNPDB_00210,Fenton2016,cKK-E12,DOPC,C14-PEG2000,HeLa,siRNA,43.43,13.04,2.07,41.46,100.4,0.05,-4.7,51.8,3.96,0.568,778.4,7.48,0,3,6.05,60.0,8,1,1,High,0.684
LNPDB_00211,Moderna2021,FTT5,DSPE,DSPE-PEG2000,NIH3T3,pDNA,46.81,8.77,3.37,41.05,87.1,0.05,-6.5,96.3,7.23,0.784,632.2,9.82,2,7,5.22,47.1,16,0,1,High,0.7126
LNPDB_00212,Sabnis2018,FTT5,DOPE,DMG-PEG2000,HepG2,mRNA,45.72,8.37,2.83,43.07,112.0,0.147,-28.5,71.4,4.8,0.477,533.5,9.82,0,2,6.48,64.3,9,1,0,Low,0.4448
LNPDB_00213,Moderna2021,Lipid5,DSPE,DMG-PEG2000,HepG2,siRNA,43.91,10.88,2.62,42.59,75.4,0.309,-7.5,84.5,7.31,0.686,574.1,8.5,1,4,7.75,65.7,6,1,1,High,0.5788
LNPDB_00214,Jayaraman2012,OF-02,DOPC,DSPE-PEG2000,A549,mRNA,38.11,7.4,1.37,53.12,72.8,0.4,-11.9,77.9,10.65,0.688,759.1,7.32,2,3,6.94,62.2,7,2,0,Very Low,0.2422
LNPDB_00215,BioNTech2021,ALC-0315,DSPC,DSPE-PEG2000,MCF7,mRNA,44.55,10.84,2.97,41.64,117.1,0.123,-22.9,69.5,7.76,0.63,608.7,7.71,0,6,6.93,73.5,11,0,1,High,0.6158
LNPDB_00216,Kulkarni2021,DODAP,DSPC,DSPE-PEG2000,HepG2,mRNA,35.36,7.8,1.97,54.86,119.0,0.229,-15.2,80.9,6.52,0.338,705.2,9.77,0,7,7.37,71.3,9,1,0,Low,0.4433
LNPDB_00217,BioNTech2021,BAMEA-O16B,DPPC,DMG-PEG2000,NIH3T3,saRNA,38.58,8.33,1.35,51.74,116.6,0.081,-11.8,59.1,5.68,0.674,685.5,6.36,2,2,5.85,49.9,6,1,1,High,0.5146
LNPDB_00218,Rosenblum2020,cKK-E12,DOPE,DMG-PEG2000,HepG2,mRNA,37.09,11.22,2.84,48.85,91.4,0.066,0.8,87.1,10.95,0.816,517.7,6.79,2,6,7.8,36.1,8,1,1,Very High,0.7834
LNPDB_00219,Kulkarni2021,OF-02,DSPE,DMG-PEG2000,MCF7,pDNA,40.49,6.58,1.49,51.43,138.8,0.238,-10.6,84.4,7.01,0.526,719.5,8.71,3,3,5.94,45.3,19,0,0,Very Low,0.1481
LNPDB_00220,Maier2013,MC3,DPPC,DSPE-PEG2000,HeLa,siRNA,53.89,6.21,0.83,39.08,71.4,0.4,-6.2,68.4,8.66,0.846,656.0,7.82,0,4,6.85,68.8,12,1,0,Very Low,0.0885
LNPDB_00221,Kulkarni2021,FTT5,DOPC,DSPE-PEG2000,HepG2,mRNA,28.8,10.74,3.54,56.92,91.5,0.138,-7.2,88.3,4.79,0.41,838.4,8.52,1,5,7.87,50.9,13,1,0,Very Low,0.1767
