record_id,source,cell_line,IL_mol_pct,CHL_mol_pct,HL_mol_pct,PEG_mol_pct,Frac_sp3C,MW,LogP,pKa,HBD,HBA,RotBonds,TPSA,Size_nm,PDI,Zeta_mV,EE_pct,NP_ratio,efficacy
LNP_00158,Patel2020,HeLa,43.43,44.01,11.45,1.1,0.499,532.75,8.949,5.009,3,3,9,45.65,69.1,0.1671,7.11,96.73,9.61,Low
LNP_00159,Kulkarni2019,PC3,55.99,34.65,8.27,1.08,0.5688,652.09,10.298,6.171,2,8,8,63.44,106.4,0.1844,-5.98,85.65,12.13,Low
LNP_00160,Dahlman2017,HEK293,43.81,43.71,11.21,1.28,0.7218,595.87,8.858,6.131,2,9,19,42.69,144.1,0.1609,7.13,95.99,17.09,Medium
LNP_00161,Sabnis2018,HEK293,43.91,41.75,11.7,2.63,0.7175,524.74,8.767,7.781,3,6,8,51.29,86.7,0.1762,-12.37,90.24,6.57,Low
LNP_00162,Kulkarni2019,Jurkat,47.03,40.5,10.78,1.69,0.5105,548.27,6.152,5.323,3,7,15,40.77,82.7,0.1778,-6.5,96.41,3.74,Low
LNP_00163,Oberli2017,RAW264.7,46.65,40.27,10.24,2.84,0.4933,455.32,6.915,6.438,0,6,13,78.93,127.5,0.0868,26.52,97.12,2.3,Low
LNP_00164,Kauffman2015,Jurkat,42.69,45.19,9.92,2.2,0.6234,429.98,10.338,7.601,3,9,12,59.71,133.2,0.1689,-8.53,93.08,3.02,Low
LNP_00165,Oberli2017,HepG2,48.66,37.15,12.64,1.55,0.5288,617.21,7.238,6.124,0,8,8,88.81,72.6,0.1743,2.54,90.47,12.14,Medium
LNP_00166,Hajj2019,PC3,45.24,38.63,14.71,1.41,0.6257,488.74,8.856,7.415,1,5,11,68.25,82.4,0.1176,1.13,94.78,15.0,High
LNP_00167,Miao2020,MCF-7,45.63,40.6,12.24,1.53,0.7488,520.87,11.736,5.998,2,7,8,98.52,103.2,0.1557,1.85,96.24,11.85,High
LNP_00168,Sabnis2018,A549,46.27,43.3,8.58,1.84,0.5237,715.2,12.581,8.15,2,5,17,64.38,119.7,0.0778,4.77,91.35,15.31,Low
LNP_00169,Miao2020,RAW264.7,46.33,38.75,13.57,1.35,0.596,451.32,9.006,6.358,3,6,5,44.88,92.8,0.13,0.17,87.99,7.27,High
LNP_00170,Dahlman2017,HeLa,47.35,39.04,11.48,2.13,0.5474,702.56,9.663,6.779,4,9,13,57.55,93.7,0.0513,-0.17,88.24,4.29,Medium
LNP_00171,Miao2020,RAW264.7,48.23,39.09,10.58,2.1,0.7124,669.63,3.203,6.517,4,9,17,35.09,139.1,0.0849,-11.87,97.01,11.86,High
LNP_00172,Miao2020,RAW264.7,46.51,45.53,7.03,0.92,0.5042,729.14,11.003,6.363,2,4,19,62.01,88.3,0.2092,8.71,97.02,14.5,Low
LNP_00173,Oberli2017,A549,47.36,42.98,8.23,1.43,0.6552,792.63,7.513,7.798,2,3,9,60.68,154.9,0.1189,2.36,97.52,1.97,Low
LNP_00174,Sabnis2018,PC3,39.68,43.6,15.76,0.96,0.7533,443.32,8.343,6.99,4,7,9,57.97,164.9,0.0923,-2.85,91.05,15.51,High
LNP_00175,Sabnis2018,HepG2,47.5,43.94,6.61,1.96,0.5445,715.92,8.086,7.34,1,7,18,60.57,150.1,0.1219,-0.57,95.46,19.18,Low
LNP_00176,Dahlman2017,RAW264.7,51.86,31.15,16.31,0.68,0.6744,659.45,8.225,5.456,2,4,15,49.4,67.0,0.1825,-6.38,96.04,4.91,Low
LNP_00177,Fenton2016,PC3,46.76,38.98,10.7,3.55,0.5887,761.64,9.152,6.598,0,2,8,35.58,131.4,0.0843,1.9,86.72,13.83,Medium
LNP_00178,Dahlman2017,A549,39.91,43.64,14.5,1.95,0.5765,562.96,9.115,6.242,2,3,16,43.08,51.3,0.1886,12.75,91.34,11.36,High
LNP_00179,Fenton2016,HepG2,51.51,35.62,11.24,1.63,0.5023,608.24,9.098,8.768,4,8,15,66.61,64.1,0.0819,-1.71,92.66,4.31,Low
LNP_00180,Sabnis2018,HepG2,45.46,41.0,11.5,2.04,0.6279,684.71,6.33,6.836,1,4,15,64.66,146.3,0.1923,-3.15,92.66,1.88,Medium
LNP_00181,Dahlman2017,RAW264.7,45.75,36.21,17.32,0.72,0.4191,891.42,4.905,6.676,3,9,10,50.5,69.4,0.1325,-2.55,93.95,10.21,Medium
LNP_00182,Fenton2016,PC3,45.92,43.63,8.76,1.69,0.593,963.69,8.051,6.092,0,7,5,51.26,128.2,0.1143,4.0,90.49,7.67,Medium
LNP_00183,Hajj2019,RAW264.7,50.51,35.61,12.82,1.06,0.4601,569.47,8.348,5.181,2,9,9,45.66,59.0,0.1107,-16.76,93.4,6.63,Medium
LNP_00184,Sabnis2018,HEK293,53.75,35.94,9.24,1.07,0.4773,764.8,11.389,6.851,0,5,11,41.79,81.2,0.0666,2.32,81.68,9.06,Low
LNP_00185,Patel2020,HepG2,44.41,44.93,9.06,1.6,0.7367,503.59,6.001,7.168,2,4,10,56.15,129.4,0.1048,3.06,89.54,6.86,Low
LNP_00186,Sabnis2018,HepG2,46.67,38.07,13.77,1.48,0.4614,553.97,9.277,6.064,1,5,7,55.04,149.3,0.1766,17.12,84.99,14.36,Medium
LNP_00187,Kauffman2015,HepG2,44.31,39.87,13.18,2.63,0.5805,604.09,6.241,7.059,3,2,7,54.28,116.5,0.167,7.56,81.6,6.92,High
LNP_00188,Billingsley2020,Jurkat,44.65,37.7,16.68,0.97,0.6066,553.58,6.849,6.389,2,5,14,61.93,136.7,0.1304,7.83,91.79,2.52,High
LNP_00189,Miao2020,Jurkat,40.71,41.41,16.36,1.52,0.5995,696.23,8.641,5.268,4,2,8,47.51,119.5,0.1054,8.12,98.57,1.1,Medium
LNP_00190,Kulkarni2019,A549,51.22,37.38,10.6,0.81,0.7355,642.66,10.519,6.122,0,7,15,65.81,116.2,0.1284,-9.79,93.78,18.4,Medium
LNP_00191,Fenton2016,RAW264.7,45.2,45.23,8.79,0.78,0.5897,651.4,8.467,6.168,0,8,6,51.77,186.2,0.2825,8.24,95.19,15.4,Low
LNP_00192,Kulkarni2019,Jurkat,50.02,39.57,9.21,1.2,0.7112,628.92,8.084,6.688,0,3,9,35.31,82.8,0.126,-1.91,91.14,8.49,Medium
LNP_00193,Kulkarni2019,MCF-7,45.37,38.98,13.29,2.36,0.6097,821.07,9.022,6.588,1,3,12,78.46,135.1,0.1236,-7.4,96.91,4.9,High
LNP_00194,Dahlman2017,A549,44.7,43.96,9.58,1.76,0.6459,457.3,7.277,5.284,2,6,12,92.38,91.4,0.1507,-1.22,96.57,11.88,Low
LNP_00195,Sabnis2018,MCF-7,44.55,40.56,13.0,1.9,0.5005,594.63,6.913,7.1,3,3,13,66.15,70.5,0.154,-2.76,96.03,18.37,Medium
LNP_00196,Patel2020,RAW264.7,53.62,31.97,11.91,2.51,0.7302,529.07,7.705,7.289,3,5,5,27.17,135.0,0.2348,-2.89,86.97,6.71,Low
LNP_00197,Fenton2016,RAW264.7,50.17,36.98,11.45,1.4,0.4958,720.46,10.146,7.194,1,2,17,72.77,119.5,0.0659,11.95,97.53,19.81,Medium
LNP_00198,Billingsley2020,Jurkat,47.3,37.33,14.06,1.31,0.5311,566.13,10.094,6.28,0,9,8,55.01,90.5,0.2175,-8.61,95.07,3.76,High
LNP_00199,Hajj2019,A549,50.21,36.36,10.98,2.45,0.518,587.84,6.584,7.643,3,6,10,65.5,101.2,0.1184,0.23,83.73,2.24,Low
LNP_00200,Kulkarni2019,HEK293,47.44,41.91,9.03,1.63,0.439,722.08,9.063,6.052,4,8,6,22.53,121.6,0.1111,-0.3,89.88,9.88,Low
LNP_00201,Dahlman2017,A549,46.85,34.78,16.69,1.68,0.6,449.2,5.872,6.378,2,2,6,39.26,105.6,0.1237,15.9,86.89,19.21,High
LNP_00202,Kauffman2015,MCF-7,45.14,44.37,9.5,0.99,0.7507,572.62,9.293,5.337,1,6,19,77.66,119.0,0.1722,16.13,93.38,18.49,Medium
LNP_00203,Patel2020,HEK293,50.62,38.72,9.91,0.75,0.5654,588.59,11.085,5.175,0,2,17,61.06,110.0,0.0745,10.51,90.55,13.14,Low
LNP_00204,Dahlman2017,RAW264.7,49.01,33.85,15.5,1.64,0.4859,718.38,6.71,7.194,2,5,17,54.13,90.6,0.0781,9.8,92.4,13.96,Medium
LNP_00205,Hajj2019,A549,47.76,40.15,10.79,1.3,0.6989,657.46,8.692,6.817,1,6,17,64.52,76.3,0.2647,-1.88,94.38,13.14,Medium
LNP_00206,Patel2020,PC3,49.2,37.62,12.47,0.71,0.6113,591.05,12.023,7.379,0,3,8,73.84,142.7,0.1544,5.86,91.02,9.34,Medium
LNP_00207,Hajj2019,A549,44.8,35.3,17.17,2.74,0.6894,677.77,11.298,6.981,1,2,6,81.16,55.9,0.0585,-7.1,93.75,19.22,High
LNP_00208,Hajj2019,HeLa,40.0,47.34,11.11,1.56,0.5026,813.14,9.812,7.137,0,5,5,81.63,64.7,0.1422,-7.58,92.15,4.14,Low
LNP_00209,Dahlman2017,HEK293,48.33,43.19,7.93,0.56,0.5671,519.93,6.71,5.199,4,8,11,74.64,108.6,0.1221,3.13,94.45,17.36,Low
LNP_00210,Dahlman2017,PC3,44.41,40.82,12.07,2.7,0.6522,625.94,7.417,7.176,1,5,10,65.4,127.7,0.231,-19.33,89.14,17.27,Medium
LNP_00211,Hajj2019,MCF-7,47.17,40.56,11.27,1.01,0.6066,710.0,9.885,6.416,4,6,8,99.23,120.1,0.1399,11.32,93.32,15.89,Medium
LNP_00212,Hajj2019,A549,48.32,35.56,14.88,1.23,0.5017,420.17,9.244,5.525,3,4,19,82.47,150.4,0.0762,-0.2,97.08,18.54,Medium
LNP_00213,Billingsley2020,HEK293,54.52,37.13,5.84,2.51,0.439,753.66,8.303,6.028,1,6,12,88.56,109.2,0.1507,-6.46,89.12,14.58,Low
LNP_00214,Patel2020,RAW264.7,43.47,44.45,11.05,1.04,0.5476,608.97,6.864,5.852,3,8,17,28.14,76.7,0.0884,11.13,94.54,13.6,Low
LNP_00215,Oberli2017,HepG2,46.3,32.48,20.37,0.85,0.5057,733.48,10.799,7.249,3,6,16,38.06,86.8,0.1165,10.96,78.68,13.17,High
LNP_00216,Sabnis2018,HEK293,45.95,38.49,13.84,1.72,0.5702,661.36,13.384,5.437,3,2,10,37.23,91.7,0.1247,5.99,95.33,7.63,Medium
LNP_00217,Dahlman2017,PC3,47.4,40.5,10.66,1.44,0.576,547.58,8.818,6.18,3,2,15,57.87,138.8,0.2174,-13.28,95.85,12.61,Medium
LNP_00218,Kulkarni2019,HeLa,49.51,33.98,15.03,1.48,0.6372,669.41,9.676,7.789,2,5,13,84.26,119.0,0.1042,21.96,93.41,8.23,Low
LNP_00219,Miao2020,HeLa,46.56,35.58,13.92,3.94,0.5067,885.5,8.933,6.149,3,4,13,61.54,118.4,0.1018,-4.05,93.74,14.54,Low
LNP_00220,Kauffman2015,RAW264.7,42.41,41.76,13.02,2.82,0.473,815.34,2.826,6.168,4,6,17,72.61,116.6,0.1215,15.43,96.75,2.19,Low
LNP_00221,Dahlman2017,HeLa,44.41,41.45,11.49,2.65,0.6375,556.96,10.311,6.805,3,4,18,60.58,116.6,0.1239,1.02,97.44,12.53,High
LNP_00222,Kulkarni2019,MCF-7,40.04,43.74,15.28,0.93,0.505,742.59,7.326,7.185,0,4,8,72.36,132.6,0.1563,7.45,93.27,19.2,Low
LNP_00223,Dahlman2017,HEK293,45.37,40.02,11.41,3.19,0.465,645.92,10.161,7.036,3,9,15,33.86,87.2,0.1215,-4.35,93.28,9.65,Low
LNP_00224,Kauffman2015,Jurkat,49.7,30.27,18.49,1.54,0.5795,639.27,11.899,6.616,2,6,11,56.81,90.1,0.1125,3.65,87.1,3.69,Medium
LNP_00225,Billingsley2020,Jurkat,46.22,41.09,10.35,2.34,0.3599,495.73,8.027,6.664,3,9,5,55.33,80.2,0.0893,12.25,91.43,7.65,Low
LNP_00226,Hajj2019,RAW264.7,49.27,40.71,8.35,1.67,0.5491,563.42,9.245,6.322,1,3,9,49.98,163.6,0.1148,8.48,88.69,11.61,Low
LNP_00227,Kauffman2015,Jurkat,54.03,36.09,7.5,2.39,0.5789,538.3,9.134,7.338,1,2,5,78.56,86.8,0.0545,0.97,90.0,1.77,Low
LNP_00228,Hajj2019,HeLa,45.34,38.11,15.49,1.06,0.7646,779.48,8.54,7.706,1,5,16,53.34,79.6,0.1242,1.29,94.92,10.58,Medium
LNP_00229,Dahlman2017,HeLa,44.43,41.91,12.24,1.41,0.717,548.13,8.189,5.791,2,7,6,82.59,72.3,0.0622,4.67,97.64,18.13,High
LNP_00230,Hajj2019,MCF-7,47.14,36.38,15.17,1.31,0.4626,461.34,7.307,7.429,1,6,7,64.63,74.9,0.1349,12.28,96.45,6.58,Low
LNP_00231,Kulkarni2019,PC3,44.15,43.46,11.46,0.92,0.5815,804.78,7.266,4.933,0,2,17,70.54,149.5,0.1252,-0.28,91.33,2.92,Low
LNP_00232,Kulkarni2019,MCF-7,37.09,44.28,17.46,1.17,0.7069,499.76,10.651,6.284,3,2,15,53.58,111.0,0.1137,-5.92,84.62,16.87,Medium
LNP_00233,Dahlman2017,HepG2,45.98,38.39,14.61,1.02,0.4666,641.42,9.729,6.348,1,4,12,72.67,67.5,0.0829,14.02,86.65,19.69,High
LNP_00234,Sabnis2018,Jurkat,54.18,35.28,7.57,2.98,0.7398,729.47,5.871,8.292,2,3,11,81.42,70.4,0.0768,-8.58,84.65,18.55,Low
LNP_00235,Kulkarni2019,HeLa,56.08,30.43,12.01,1.48,0.6878,603.46,11.297,7.117,0,8,17,77.23,66.8,0.0971,12.35,97.04,1.7,Low
LNP_00236,Patel2020,HepG2,47.95,41.28,9.86,0.92,0.574,616.7,10.795,7.517,3,6,13,60.05,121.1,0.1624,7.0,91.38,19.97,Low
LNP_00237,Sabnis2018,A549,47.74,38.43,11.43,2.41,0.5937,667.33,8.035,6.809,4,3,9,53.84,104.8,0.0944,2.24,94.47,9.25,High
LNP_00238,Dahlman2017,MCF-7,51.44,31.29,15.98,1.29,0.5926,607.48,11.193,5.909,0,4,5,48.85,57.6,0.1269,-6.54,98.21,10.16,Low
LNP_00239,Billingsley2020,Jurkat,42.88,42.64,13.24,1.24,0.5766,522.83,8.937,5.869,0,3,12,74.14,92.5,0.1865,-4.73,93.08,1.11,Medium
LNP_00240,Kulkarni2019,HeLa,48.41,36.15,14.01,1.43,0.6479,610.22,7.058,5.518,4,9,7,46.9,55.7,0.1956,21.48,94.19,7.38,Medium
LNP_00241,Hajj2019,HeLa,50.61,37.7,10.51,1.18,0.5146,629.11,8.528,5.716,1,6,19,64.0,82.9,0.1725,-14.25,97.85,16.77,Low
LNP_00242,Miao2020,MCF-7,50.58,37.73,9.28,2.41,0.583,456.5,9.228,6.88,0,8,18,47.47,102.2,0.1284,-9.32,90.49,2.58,Medium
LNP_00243,Miao2020,A549,49.08,38.84,10.35,1.74,0.724,728.99,13.975,7.105,4,3,12,29.37,154.6,0.1039,4.28,97.23,19.44,High
LNP_00244,Sabnis2018,HeLa,44.68,40.51,12.85,1.95,0.6838,559.93,6.263,7.565,0,7,7,54.1,98.0,0.2013,-6.49,88.82,3.92,Medium
LNP_00245,Patel2020,HEK293,49.41,34.44,13.11,3.04,0.7268,755.09,8.519,7.178,4,5,11,39.28,59.8,0.1765,7.29,86.04,10.69,Low
LNP_00246,Fenton2016,HepG2,43.39,39.43,16.32,0.87,0.6185,761.2,5.528,5.292,4,5,11,39.51,68.7,0.2201,-6.75,88.84,18.93,Medium
LNP_00247,Hajj2019,A549,42.46,37.49,18.86,1.19,0.5616,589.26,7.229,5.708,4,9,11,109.21,100.1,0.2002,7.51,88.65,14.02,Medium
LNP_00248,Patel2020,RAW264.7,52.45,32.19,14.14,1.22,0.3817,615.63,7.324,5.138,0,4,13,23.8,108.7,0.0995,10.5,93.41,4.63,Low
LNP_00249,Billingsley2020,A549,45.0,36.81,15.42,2.77,0.5576,860.22,11.116,5.806,2,9,12,48.18,102.4,0.2089,9.05,79.82,6.43,Low
LNP_00250,Hajj2019,MCF-7,47.08,40.8,10.74,1.37,0.4047,613.26,8.707,5.932,3,2,7,30.05,83.4,0.1811,-3.03,95.0,7.96,Medium
LNP_00251,Billingsley2020,HepG2,44.97,45.8,8.31,0.93,0.6618,621.35,10.105,5.344,2,2,18,72.41,108.4,0.1032,7.59,89.55,19.01,Low
LNP_00252,Miao2020,HEK293,49.47,42.26,7.32,0.96,0.6783,482.94,7.648,6.512,0,5,18,61.03,102.9,0.222,-6.35,91.11,14.6,Low
LNP_00253,Billingsley2020,RAW264.7,42.84,41.31,12.68,3.17,0.5944,482.13,6.723,6.47,4,5,19,49.7,231.5,0.1403,-2.3,86.07,16.48,Medium
LNP_00254,Miao2020,PC3,48.28,38.17,11.6,1.95,0.6071,698.91,12.207,8.014,1,9,17,59.9,79.2,0.1307,10.27,95.21,12.91,Low
LNP_00255,Sabnis2018,Jurkat,48.21,36.32,11.07,4.4,0.4633,719.59,10.052,6.097,0,2,18,53.04,89.2,0.1224,2.76,92.94,13.27,Low
LNP_00256,Kulkarni2019,Jurkat,47.39,39.97,11.82,0.82,0.75,522.21,6.918,5.262,1,2,12,69.74,58.8,0.0771,10.61,92.95,3.84,Low
LNP_00257,Dahlman2017,PC3,45.09,43.04,10.94,0.93,0.6487,671.65,9.473,6.524,2,4,7,64.59,78.5,0.1283,5.13,91.93,8.33,Medium
LNP_00258,Billingsley2020,HEK293,45.5,38.5,15.46,0.54,0.5762,785.42,5.477,5.529,4,7,9,64.33,124.2,0.1508,-10.91,84.48,9.96,High
LNP_00259,Kulkarni2019,Jurkat,52.02,34.8,11.74,1.45,0.6663,750.32,4.599,7.347,4,7,13,52.85,110.9,0.184,12.36,93.69,5.16,Low
LNP_00260,Kulkarni2019,HepG2,44.25,39.67,15.53,0.55,0.6322,715.02,5.466,7.037,4,7,15,66.4,60.4,0.2035,1.01,91.28,15.72,High
LNP_00261,Miao2020,PC3,45.66,40.5,13.04,0.8,0.4756,700.24,11.505,5.147,2,7,14,19.46,141.5,0.13,3.46,86.51,18.6,Low
LNP_00262,Sabnis2018,HEK293,47.84,40.11,11.29,0.75,0.6035,722.77,8.574,6.266,3,7,13,89.09,90.4,0.0972,7.26,93.77,8.71,High
LNP_00263,Oberli2017,RAW264.7,51.2,35.58,11.66,1.56,0.5809,721.98,7.378,4.833,3,2,6,93.09,111.8,0.216,-1.03,95.59,19.15,Low
LNP_00264,Billingsley2020,RAW264.7,51.04,38.99,9.23,0.73,0.7063,579.98,3.174,6.133,0,9,8,81.39,95.6,0.0767,3.7,96.98,12.92,Medium
LNP_00265,Dahlman2017,A549,50.36,39.65,8.52,1.47,0.4886,725.58,11.109,6.466,3,9,14,55.15,114.5,0.2271,-8.38,93.67,15.96,Medium
LNP_00266,Billingsley2020,HepG2,46.45,35.28,17.7,0.56,0.5498,783.02,9.704,6.77,2,8,5,122.45,133.6,0.1723,-4.94,88.2,7.96,Medium
LNP_00267,Miao2020,Jurkat,40.21,40.84,15.47,3.48,0.6641,650.7,6.926,6.792,2,2,6,46.63,84.1,0.162,-6.81,91.33,6.9,Low
LNP_00268,Hajj2019,MCF-7,52.49,35.72,10.44,1.35,0.6339,560.81,6.13,6.472,4,5,15,76.25,96.8,0.0697,-3.66,94.26,18.53,Medium
LNP_00269,Dahlman2017,HepG2,41.0,38.92,19.17,0.91,0.5162,390.65,6.853,6.933,4,7,5,63.47,118.6,0.1076,3.51,95.3,2.15,High
LNP_00270,Billingsley2020,MCF-7,46.95,38.7,12.24,2.11,0.4302,589.18,6.722,6.085,4,3,10,39.8,70.4,0.0932,-2.9,94.06,17.82,High
LNP_00271,Miao2020,HEK293,50.08,36.9,12.07,0.95,0.6356,814.2,8.922,6.319,3,5,19,76.17,58.7,0.0912,12.18,93.13,13.09,High
LNP_00272,Kulkarni2019,RAW264.7,45.61,40.35,13.17,0.87,0.5355,775.86,7.917,5.588,2,5,6,42.69,143.5,0.1062,6.22,89.22,15.86,Medium
LNP_00273,Billingsley2020,RAW264.7,46.65,42.45,8.27,2.63,0.6345,858.96,8.341,7.47,3,2,16,63.89,102.6,0.1636,-8.06,94.22,7.11,Low
LNP_00274,Fenton2016,Jurkat,42.4,45.82,9.93,1.86,0.6539,909.65,6.461,6.206,3,7,13,66.75,81.6,0.1416,5.51,94.82,15.19,Low
LNP_00275,Kauffman2015,HepG2,44.54,40.97,13.23,1.26,0.4809,466.07,4.737,5.84,2,6,15,31.6,109.8,0.1199,17.86,92.24,7.44,High
LNP_00276,Sabnis2018,HEK293,49.76,35.76,11.68,2.81,0.4863,668.86,4.599,7.2,2,4,18,85.45,128.4,0.2549,12.2,92.71,8.67,Low
LNP_00277,Sabnis2018,HEK293,48.18,35.54,14.69,1.59,0.6382,727.95,13.515,6.648,2,3,19,30.91,113.2,0.1741,2.41,85.98,12.82,High
LNP_00278,Hajj2019,HeLa,40.79,40.52,15.32,3.37,0.4964,592.63,3.15,5.868,0,5,14,40.33,76.5,0.0724,-6.33,82.02,15.42,Low
LNP_00279,Dahlman2017,Jurkat,46.65,40.62,10.58,2.15,0.6197,627.83,8.827,5.091,4,6,6,55.98,144.3,0.1098,-0.18,85.27,14.45,Medium
LNP_00280,Miao2020,MCF-7,49.65,34.11,14.72,1.52,0.622,586.34,10.132,6.996,1,6,19,69.23,110.5,0.1622,0.07,90.95,4.35,Medium
LNP_00281,Miao2020,PC3,49.32,38.9,9.91,1.87,0.4743,848.06,6.718,5.742,1,5,9,31.27,82.4,0.0858,1.73,93.96,17.47,Medium
LNP_00282,Hajj2019,HepG2,49.38,38.81,10.66,1.15,0.4464,636.9,7.379,6.606,2,2,5,57.61,71.2,0.1523,6.51,85.43,10.34,Low
LNP_00283,Dahlman2017,MCF-7,50.4,38.86,9.16,1.58,0.7137,816.17,8.605,6.98,3,8,8,55.33,101.4,0.1787,0.53,89.82,9.22,Medium
LNP_00284,Miao2020,HepG2,47.63,37.17,13.26,1.93,0.7508,532.34,7.032,6.128,3,8,19,57.47,125.4,0.1697,-0.56,78.61,18.69,High
LNP_00285,Patel2020,HeLa,46.4,38.0,13.98,1.62,0.7507,536.74,5.458,6.062,0,5,14,61.31,75.0,0.2679,2.5,83.34,15.62,High
LNP_00286,Patel2020,RAW264.7,41.83,41.77,13.29,3.11,0.6268,702.96,9.491,7.015,3,2,11,71.63,78.8,0.1429,10.19,84.21,2.59,High
LNP_00287,Kulkarni2019,MCF-7,43.37,42.7,11.28,2.65,0.6627,876.07,7.924,6.018,0,8,6,32.22,116.5,0.0735,7.72,87.23,4.85,High
LNP_00288,Billingsley2020,HepG2,42.95,42.29,13.1,1.66,0.6893,877.63,6.775,6.112,3,6,19,72.16,94.9,0.073,5.9,96.08,12.45,High
LNP_00289,Kauffman2015,RAW264.7,50.31,32.68,15.91,1.11,0.4738,781.62,3.924,5.906,0,7,8,56.35,93.6,0.176,-0.15,89.87,9.87,Medium
LNP_00290,Sabnis2018,RAW264.7,47.64,40.25,10.59,1.51,0.6399,570.23,7.567,6.776,3,9,17,65.69,89.5,0.1345,2.9,88.04,1.61,High
LNP_00291,Billingsley2020,HEK293,47.72,37.66,12.71,1.92,0.5057,658.41,11.803,6.848,1,8,19,100.37,84.6,0.1272,1.28,93.55,3.3,Medium
LNP_00292,Miao2020,HeLa,47.44,36.68,13.25,2.63,0.6668,746.51,6.776,6.82,4,2,7,45.36,56.0,0.0873,-4.59,93.77,12.16,Medium
LNP_00293,Miao2020,HeLa,46.46,42.46,9.72,1.36,0.6385,624.14,11.323,4.877,1,5,8,31.69,70.3,0.1636,6.64,83.92,2.4,Low
LNP_00294,Miao2020,HeLa,47.72,38.05,12.09,2.15,0.5509,592.23,10.002,5.475,2,7,5,64.53,72.2,0.1041,5.43,91.78,13.57,Medium
LNP_00295,Patel2020,HEK293,45.07,40.41,13.75,0.77,0.6859,742.53,9.672,6.107,0,8,7,34.92,108.0,0.1095,-0.36,95.82,3.94,Medium
LNP_00296,Kauffman2015,HepG2,49.08,33.81,13.89,3.23,0.509,510.77,8.534,5.604,1,7,18,67.76,163.8,0.0996,0.78,95.61,8.9,Low
LNP_00297,Dahlman2017,A549,45.73,43.65,8.18,2.44,0.4895,766.41,4.355,6.349,0,6,13,67.86,95.1,0.1319,9.35,91.94,7.69,Medium
LNP_00298,Kauffman2015,MCF-7,48.21,33.06,17.87,0.86,0.6606,659.64,12.179,7.9,0,9,19,56.96,126.6,0.2474,-4.56,95.26,16.13,Low
LNP_00299,Hajj2019,HepG2,41.14,43.55,13.18,2.14,0.5722,770.31,5.717,6.246,2,2,11,55.95,85.0,0.1003,-2.21,99.44,8.77,High
LNP_00300,Hajj2019,HEK293,46.29,44.01,8.72,0.98,0.4513,675.79,7.364,6.246,2,3,10,37.86,101.0,0.1596,4.19,85.08,12.12,Low
LNP_00301,Dahlman2017,HEK293,48.75,40.37,9.7,1.18,0.4606,449.0,6.431,7.462,1,7,15,46.38,92.2,0.0687,-4.87,92.64,7.67,Medium
LNP_00302,Sabnis2018,HEK293,55.65,35.74,7.66,0.94,0.4138,663.94,6.401,5.81,1,9,18,85.24,90.6,0.1345,-4.94,89.54,5.9,Low
LNP_00303,Fenton2016,HeLa,49.26,39.79,9.68,1.27,0.5371,529.7,8.927,7.313,1,4,15,38.48,88.2,0.1657,4.33,94.62,11.23,Low
LNP_00304,Sabnis2018,HeLa,52.91,34.3,9.87,2.92,0.6025,709.6,9.728,7.314,1,4,15,78.49,101.3,0.1375,-4.04,90.05,11.15,Medium
LNP_00305,Dahlman2017,HepG2,43.99,42.94,9.97,3.11,0.6261,860.96,7.49,6.048,0,6,6,21.26,127.0,0.1318,0.29,93.41,12.3,Low
LNP_00306,Miao2020,Jurkat,51.13,30.73,17.03,1.11,0.5528,777.73,7.924,5.388,4,6,5,117.29,64.5,0.0908,-5.3,89.78,15.36,Low
LNP_00307,Dahlman2017,RAW264.7,47.66,31.26,19.76,1.32,0.5721,588.71,4.094,7.187,1,2,13,46.97,93.5,0.3025,-6.12,95.09,7.82,Low
LNP_00308,Dahlman2017,MCF-7,43.42,44.57,10.95,1.06,0.6223,542.73,11.593,4.77,2,4,13,63.7,142.9,0.1939,9.62,92.16,11.61,Low
LNP_00309,Dahlman2017,HEK293,50.47,38.75,9.15,1.63,0.5782,552.37,10.039,7.521,2,9,17,52.88,91.4,0.0594,-7.65,93.64,2.13,Medium
LNP_00310,Patel2020,PC3,51.44,33.94,13.09,1.53,0.6021,683.46,7.602,6.363,2,4,10,39.88,93.4,0.2105,4.47,95.58,14.14,High
LNP_00311,Oberli2017,HepG2,46.42,43.36,8.88,1.33,0.3987,609.08,5.759,6.803,4,5,11,70.01,155.0,0.1723,2.16,94.78,16.81,Low
LNP_00312,Oberli2017,HeLa,47.49,42.69,8.07,1.75,0.4956,467.8,8.376,6.077,4,4,8,74.81,73.8,0.0547,14.25,89.11,8.47,High
LNP_00313,Hajj2019,HepG2,46.0,41.65,9.71,2.64,0.6352,819.68,8.873,6.052,0,2,7,67.45,97.6,0.102,7.24,95.18,9.6,Medium
LNP_00314,Dahlman2017,HEK293,50.79,40.06,7.24,1.91,0.648,820.55,8.723,7.405,1,6,7,61.57,80.0,0.1971,14.41,86.57,18.53,Low
LNP_00315,Kauffman2015,RAW264.7,47.56,35.88,14.5,2.06,0.7584,465.86,13.512,6.848,1,2,10,70.21,138.5,0.1801,6.22,92.17,19.9,High
LNP_00316,Oberli2017,A549,46.9,36.15,15.76,1.19,0.676,644.18,7.017,5.791,2,5,9,65.96,89.4,0.1463,-0.33,96.28,12.97,High
